F du Plessis ,"{'JA Morkel': [4, 4, 1, 0, 3, 0, 0, 0, 18, 12], 'AR Patel': [3, 6, 1, 0, 2, 0, 1, 0, 22, 13], 'D Wiese': [1, 9, 0, 0, 2, 0, 2, 0, 29, 14], 'JP Faulkner': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'BE Hendricks': [1, 1, 0, 2, 1, 0, 0, 0, 11, 5], 'DJ Muthuswami': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2], 'MA Starc': [0, 4, 0, 2, 4, 0, 0, 0, 26, 10], 'Harbhajan Singh': [7, 13, 1, 0, 3, 0, 1, 0, 33, 25], 'HH Pandya': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'R Bhatia': [1, 4, 0, 0, 0, 0, 0, 0, 4, 5], 'MJ McClenaghan': [5, 0, 0, 0, 4, 0, 1, 0, 22, 10], 'A Mishra': [2, 4, 2, 0, 0, 0, 0, 0, 8, 8], 'Gurkeerat Singh': [2, 5, 0, 0, 0, 0, 0, 0, 5, 7], 'GB Hogg': [4, 5, 0, 0, 2, 0, 0, 0, 13, 11], 'Anureet Singh': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'KA Pollard': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'HV Patel': [4, 3, 0, 0, 0, 0, 0, 0, 3, 7], 'Sandeep Sharma': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'TA Boult': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'A Ashish Reddy': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'PV Tambe': [1, 2, 1, 0, 1, 0, 0, 0, 8, 5], 'S Aravind': [5, 2, 0, 1, 0, 0, 0, 0, 5, 8], 'KV Sharma': [0, 4, 1, 0, 0, 0, 0, 0, 6, 5], 'Ankit Sharma': [9, 3, 0, 1, 2, 0, 0, 0, 14, 15], 'JP Duminy': [3, 0, 2, 0, 1, 0, 0, 0, 8, 6], 'PJ Cummins': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'Imran Tahir': [1, 2, 1, 0, 0, 0, 0, 0, 4, 4], 'Iqbal Abdulla': [5, 12, 0, 0, 4, 0, 1, 0, 34, 22], 'GJ Maxwell': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'YS Chahal': [5, 8, 1, 0, 0, 0, 0, 0, 10, 14], 'J Suchith': [2, 5, 0, 0, 0, 0, 0, 0, 5, 7], 'J Yadav': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'UT Yadav': [3, 1, 0, 0, 1, 0, 0, 0, 5, 5], 'SL Malinga': [8, 6, 0, 0, 0, 0, 0, 0, 6, 14], 'CH Morris': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'MC Henriques': [3, 4, 0, 0, 2, 0, 0, 0, 12, 9], 'R Dhawan': [4, 1, 2, 0, 1, 0, 0, 0, 9, 8], 'GS Sandhu': [0, 2, 2, 0, 0, 0, 0, 0, 6, 4], 'R Vinay Kumar': [10, 4, 1, 0, 2, 0, 0, 0, 14, 17], 'P Kumar': [0, 2, 1, 0, 1, 0, 0, 0, 8, 4], 'Yuvraj Singh': [2, 5, 0, 0, 1, 0, 0, 0, 9, 8], 'V Kohli': [0, 2, 1, 0, 0, 0, 0, 0, 4, 3], 'AD Russell': [0, 4, 1, 0, 0, 0, 0, 0, 6, 5], 'PP Chawla': [4, 6, 2, 0, 3, 0, 0, 0, 22, 15]}"
J Theron ,"{'R Vinay Kumar': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1]}"
SE Marsh ,"{'MM Sharma': [1, 1, 1, 0, 1, 0, 0, 0, 7, 4], 'SR Watson': [0, 4, 0, 0, 0, 0, 0, 0, 4, 4], 'JP Faulkner': [2, 4, 2, 0, 2, 0, 0, 0, 16, 10], 'Z Khan': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'TA Boult': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'A Nehra': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'PV Tambe': [6, 4, 0, 2, 2, 0, 0, 0, 18, 14], 'DJ Hooda': [0, 6, 0, 0, 0, 0, 2, 0, 18, 8], 'R Tewatia': [6, 8, 6, 0, 4, 0, 4, 0, 60, 28], 'STR Binny': [2, 0, 2, 0, 2, 0, 0, 0, 12, 6], 'B Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'CH Morris': [8, 2, 0, 0, 0, 0, 0, 0, 2, 10], 'JP Duminy': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'IC Pandey': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3]}"
EJG Morgan ,"{'MM Sharma': [2, 3, 1, 0, 1, 0, 1, 0, 15, 8], 'RG More': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'YK Pathan': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'D Wiese': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'JP Faulkner': [6, 8, 0, 0, 0, 0, 2, 0, 20, 16], 'A Nehra': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'BE Hendricks': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'MA Starc': [2, 1, 1, 0, 0, 0, 1, 0, 9, 5], 'SL Malinga': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'PP Chawla': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'MJ McClenaghan': [7, 1, 1, 0, 0, 0, 0, 0, 3, 9], 'NM Coulter-Nile': [4, 1, 0, 0, 0, 0, 0, 0, 1, 5], 'DJ Bravo': [1, 5, 0, 0, 0, 0, 0, 0, 5, 6], 'GB Hogg': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'J Botha': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'PV Tambe': [9, 1, 3, 0, 1, 0, 2, 0, 23, 16], 'GJ Maxwell': [1, 1, 0, 0, 1, 0, 2, 0, 17, 5], 'JP Duminy': [4, 4, 0, 0, 1, 0, 0, 0, 8, 9], 'TG Southee': [0, 2, 0, 0, 2, 0, 0, 0, 10, 4], 'P Negi': [1, 1, 0, 0, 0, 0, 1, 0, 7, 3], 'Z Khan': [1, 2, 0, 0, 1, 0, 0, 0, 6, 4], 'J Yadav': [2, 4, 1, 0, 0, 0, 0, 0, 6, 7], 'DS Kulkarni': [10, 2, 0, 0, 0, 0, 0, 0, 2, 12], 'STR Binny': [6, 6, 2, 0, 2, 0, 0, 0, 18, 16], 'CH Morris': [0, 1, 1, 0, 2, 0, 1, 0, 17, 5], 'RN ten Doeschate': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'SR Watson': [2, 1, 2, 0, 1, 0, 2, 0, 21, 8], 'SK Raina': [4, 3, 0, 0, 0, 0, 0, 0, 3, 7], 'R Vinay Kumar': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'DJ Hooda': [6, 4, 1, 0, 0, 0, 0, 0, 6, 11], 'A Mishra': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4]}"
S Nadeem ,"{'Iqbal Abdulla': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'MA Starc': [3, 0, 0, 0, 0, 0, 0, 0, 0, 3]}"
Parvez Rasool ,"{'MM Sharma': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2]}"
JP Faulkner ,"{'MM Sharma': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'AR Patel': [5, 5, 1, 0, 0, 0, 1, 0, 13, 12], 'A Nehra': [1, 2, 0, 0, 1, 0, 0, 0, 6, 4], 'TA Boult': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'MA Starc': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'I Sharma': [0, 2, 0, 0, 0, 0, 2, 0, 14, 4], 'Karanveer Singh': [0, 2, 2, 0, 0, 0, 0, 0, 6, 4], 'A Mishra': [1, 2, 1, 0, 0, 0, 0, 0, 4, 4], 'RA Jadeja': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'DJ Bravo': [0, 4, 0, 0, 1, 0, 0, 0, 8, 5], 'NM Coulter-Nile': [1, 1, 0, 0, 2, 0, 0, 0, 9, 4], 'Anureet Singh': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'HV Patel': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'Sandeep Sharma': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'S Aravind': [3, 0, 0, 0, 1, 0, 0, 0, 4, 4], 'KV Sharma': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'B Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'Imran Tahir': [1, 2, 1, 0, 0, 0, 0, 0, 4, 4], 'MG Johnson': [8, 4, 1, 0, 2, 0, 2, 0, 26, 17], 'Shakib Al Hasan': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'RS Bopara': [1, 2, 1, 0, 0, 0, 0, 0, 4, 4], 'SL Malinga': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'P Suyal': [0, 4, 2, 0, 0, 0, 0, 0, 8, 6], 'MC Henriques': [3, 0, 0, 0, 2, 0, 0, 0, 8, 5], 'S Gopal': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'GS Sandhu': [0, 0, 2, 0, 1, 0, 0, 0, 8, 3], 'P Kumar': [5, 3, 1, 0, 2, 0, 0, 0, 13, 11], 'AD Russell': [2, 0, 0, 0, 1, 0, 0, 0, 4, 3]}"
TG Southee ,"{'Imran Tahir': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'SL Malinga': [0, 2, 1, 0, 0, 0, 0, 0, 4, 3], 'AD Mathews': [0, 1, 1, 0, 1, 0, 0, 0, 7, 3], 'R Vinay Kumar': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2]}"
SN Thakur ,"{'Imran Tahir': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'NM Coulter-Nile': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3]}"
CH Morris ,"{'Imran Tahir': [1, 1, 0, 0, 0, 0, 1, 0, 7, 3], 'MM Sharma': [1, 3, 0, 0, 0, 0, 0, 0, 3, 4], 'DJ Bravo': [0, 3, 2, 0, 0, 0, 1, 0, 13, 6], 'Anureet Singh': [2, 2, 1, 0, 0, 0, 0, 0, 4, 5], 'AR Patel': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'HV Patel': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'MG Johnson': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'MA Starc': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'UT Yadav': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'P Kumar': [0, 1, 1, 0, 0, 0, 3, 0, 21, 5], 'S Aravind': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'M Morkel': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'AD Mathews': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'B Kumar': [0, 3, 1, 0, 2, 0, 0, 0, 13, 6]}"
HH Pandya ,"{'Imran Tahir': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'P Negi': [2, 0, 0, 0, 0, 0, 3, 0, 18, 5], 'DJ Bravo': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'AD Russell': [3, 4, 1, 0, 3, 0, 1, 0, 24, 12], 'D Wiese': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'SP Narine': [3, 4, 0, 0, 0, 0, 1, 0, 10, 8], 'Z Khan': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'YS Chahal': [1, 1, 0, 0, 0, 0, 1, 0, 7, 3], 'AN Ahmed': [2, 2, 2, 0, 0, 0, 4, 0, 30, 10], 'UT Yadav': [0, 3, 1, 0, 5, 0, 0, 0, 25, 9], 'A Nehra': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'S Aravind': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'NM Coulter-Nile': [5, 0, 0, 0, 0, 0, 0, 0, 0, 5], 'Shakib Al Hasan': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2]}"
S Gopal ,"{'CH Morris': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2]}"
DR Smith ,"{'NM Coulter-Nile': [3, 1, 0, 0, 0, 0, 0, 0, 1, 4], 'JA Morkel': [4, 2, 0, 0, 3, 0, 0, 0, 14, 9], 'D Wiese': [6, 2, 0, 0, 2, 0, 4, 0, 34, 14], 'JP Faulkner': [10, 0, 2, 0, 0, 0, 2, 0, 16, 14], 'DJ Muthuswami': [5, 2, 1, 0, 2, 0, 0, 0, 12, 10], 'MA Starc': [20, 7, 0, 0, 2, 0, 0, 0, 15, 29], 'Harbhajan Singh': [10, 8, 1, 0, 6, 0, 2, 0, 46, 27], 'SL Malinga': [14, 3, 2, 0, 5, 0, 0, 0, 27, 24], 'I Sharma': [5, 1, 0, 0, 2, 0, 0, 0, 9, 8], 'MJ McClenaghan': [9, 3, 1, 0, 2, 0, 1, 0, 19, 16], 'Karanveer Singh': [6, 0, 1, 0, 3, 0, 2, 0, 26, 12], 'GB Hogg': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'A Mishra': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'Anureet Singh': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'HV Patel': [8, 4, 0, 0, 2, 0, 0, 0, 12, 14], 'PV Tambe': [0, 4, 2, 0, 0, 0, 0, 0, 8, 6], 'S Aravind': [2, 2, 0, 0, 1, 0, 0, 0, 6, 5], 'KV Sharma': [1, 3, 0, 0, 0, 0, 1, 0, 9, 5], 'Ankit Sharma': [3, 4, 4, 0, 2, 0, 2, 0, 32, 15], 'B Kumar': [10, 1, 0, 0, 1, 0, 1, 0, 11, 13], 'PJ Cummins': [6, 1, 0, 0, 1, 0, 0, 0, 5, 8], 'M de Lange': [12, 0, 0, 0, 0, 0, 0, 0, 0, 12], 'Imran Tahir': [4, 1, 0, 0, 1, 0, 0, 0, 5, 6], 'TA Boult': [9, 2, 0, 0, 3, 0, 0, 0, 14, 14], 'Z Khan': [7, 0, 0, 0, 1, 0, 0, 0, 4, 8], 'YS Chahal': [4, 4, 2, 0, 2, 0, 2, 0, 28, 14], 'J Suchith': [10, 3, 0, 0, 7, 0, 6, 0, 67, 26], 'UT Yadav': [3, 2, 0, 0, 2, 0, 1, 0, 16, 8], 'HH Pandya': [6, 4, 0, 0, 4, 0, 0, 0, 20, 14], 'P Suyal': [8, 6, 0, 0, 4, 0, 0, 0, 22, 18], 'CH Morris': [18, 1, 2, 0, 0, 0, 0, 0, 5, 21], 'MC Henriques': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'S Nadeem': [9, 2, 0, 0, 0, 0, 1, 0, 8, 12], 'SR Watson': [2, 1, 0, 0, 1, 0, 0, 0, 5, 4], 'GS Sandhu': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'R Vinay Kumar': [5, 3, 0, 0, 1, 0, 0, 0, 7, 9], 'P Kumar': [2, 1, 0, 0, 1, 0, 0, 0, 5, 4], 'DJ Hooda': [0, 4, 0, 0, 4, 0, 0, 0, 20, 8], 'AD Russell': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1]}"
Harbhajan Singh ,"{'Imran Tahir': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'MM Sharma': [8, 4, 6, 0, 2, 0, 0, 0, 24, 20], 'DJ Bravo': [2, 2, 0, 0, 1, 0, 1, 0, 12, 6], 'R Dhawan': [1, 2, 1, 0, 4, 0, 1, 0, 26, 9], 'Anureet Singh': [4, 1, 0, 0, 1, 0, 4, 0, 29, 10], 'AR Patel': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'HV Patel': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'MG Johnson': [1, 1, 0, 0, 0, 0, 1, 0, 7, 3], 'MA Starc': [1, 0, 1, 0, 0, 0, 0, 0, 2, 2], 'AN Ahmed': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'P Kumar': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'AD Mathews': [3, 1, 0, 0, 0, 0, 0, 0, 1, 4], 'B Kumar': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'NM Coulter-Nile': [3, 2, 0, 0, 1, 0, 1, 0, 12, 7], 'IC Pandey': [4, 0, 0, 0, 0, 0, 0, 0, 0, 4], 'RA Jadeja': [10, 4, 0, 0, 2, 0, 2, 0, 24, 18]}"
M Morkel ,"{'CH Morris': [0, 2, 1, 0, 0, 0, 0, 0, 4, 3]}"
R Bhatia ,"{'MM Sharma': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1]}"
UBT Chand ,"{'Iqbal Abdulla': [6, 6, 2, 0, 4, 0, 2, 0, 38, 20], 'A Mishra': [1, 2, 0, 0, 2, 0, 0, 0, 10, 5], 'SR Watson': [2, 2, 1, 0, 0, 0, 0, 0, 4, 5], 'D Wiese': [2, 8, 0, 0, 8, 0, 0, 0, 40, 18], 'JP Faulkner': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'DJ Muthuswami': [2, 0, 1, 0, 0, 0, 0, 0, 2, 3], 'YS Chahal': [18, 8, 0, 0, 4, 0, 2, 0, 36, 32], 'PV Tambe': [2, 2, 4, 0, 0, 0, 0, 0, 10, 8], 'AN Ahmed': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'DS Kulkarni': [5, 2, 0, 0, 0, 0, 0, 0, 2, 7], 'DW Steyn': [1, 0, 0, 0, 1, 0, 0, 0, 4, 2], 'P Kumar': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'DJ Hooda': [2, 4, 0, 0, 0, 0, 0, 0, 4, 6], 'Ankit Sharma': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'STR Binny': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'VR Aaron': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'TG Southee': [12, 0, 0, 0, 2, 0, 0, 0, 8, 14], 'S Nadeem': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3]}"
Mandeep Singh ,"{'MM Sharma': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'AR Patel': [2, 2, 0, 0, 1, 0, 0, 0, 6, 5], 'JP Faulkner': [3, 4, 0, 0, 5, 0, 1, 0, 30, 13], 'BE Hendricks': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'PP Chawla': [1, 2, 1, 0, 2, 0, 0, 0, 12, 6], 'GB Hogg': [1, 2, 0, 0, 0, 0, 1, 0, 8, 4], 'YK Pathan': [2, 0, 0, 0, 0, 0, 1, 0, 6, 3], 'Sandeep Sharma': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2], 'PV Tambe': [0, 0, 1, 0, 1, 0, 0, 0, 6, 2], 'KV Sharma': [0, 1, 0, 0, 0, 0, 0, 0, 1, 1], 'Ankit Sharma': [0, 2, 0, 0, 1, 0, 0, 0, 6, 3], 'RS Bopara': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'TG Southee': [1, 1, 0, 0, 1, 0, 0, 0, 5, 3], 'DS Kulkarni': [5, 3, 0, 0, 2, 0, 1, 0, 17, 11], 'UT Yadav': [0, 1, 0, 0, 2, 0, 0, 0, 9, 3], 'STR Binny': [7, 1, 1, 0, 1, 0, 0, 0, 7, 10], 'CH Morris': [2, 2, 1, 0, 0, 0, 0, 0, 4, 5], 'MC Henriques': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'SR Watson': [1, 6, 0, 0, 0, 0, 0, 0, 6, 7], 'R Dhawan': [0, 1, 3, 0, 0, 0, 0, 0, 7, 4], 'P Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'R Ashwin': [3, 1, 1, 0, 0, 0, 0, 0, 3, 5], 'AD Russell': [0, 2, 1, 0, 0, 0, 2, 0, 16, 5]}"
JA Morkel ,"{'MM Sharma': [2, 4, 0, 0, 2, 0, 0, 0, 12, 8], 'DJ Bravo': [3, 7, 2, 0, 3, 0, 1, 0, 29, 16], 'P Negi': [1, 1, 0, 0, 0, 0, 1, 0, 7, 3], 'A Nehra': [1, 4, 0, 0, 0, 0, 0, 0, 4, 5], 'UT Yadav': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2], 'R Ashwin': [9, 7, 1, 0, 1, 0, 0, 0, 13, 18], 'IC Pandey': [5, 4, 2, 0, 2, 0, 0, 0, 16, 13]}"
KL Rahul ,"{'MM Sharma': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'A Nehra': [4, 0, 0, 0, 1, 0, 0, 0, 4, 5], 'BE Hendricks': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'Harbhajan Singh': [3, 3, 0, 1, 0, 0, 0, 0, 6, 7], 'HH Pandya': [2, 1, 2, 0, 1, 0, 0, 0, 9, 6], 'MJ McClenaghan': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'A Mishra': [2, 8, 0, 0, 0, 0, 2, 0, 20, 12], 'Anureet Singh': [1, 1, 1, 0, 0, 0, 1, 0, 9, 4], 'Sandeep Sharma': [0, 1, 1, 0, 1, 0, 0, 0, 7, 3], 'AN Ahmed': [1, 3, 2, 0, 1, 0, 0, 0, 11, 7], 'JP Duminy': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'TG Southee': [6, 0, 2, 0, 0, 0, 0, 0, 4, 8], 'Imran Tahir': [6, 6, 0, 0, 0, 0, 0, 0, 6, 12], 'YS Chahal': [2, 6, 0, 0, 1, 0, 0, 0, 10, 9], 'J Suchith': [10, 11, 1, 0, 1, 0, 1, 0, 23, 24], 'DS Kulkarni': [2, 0, 0, 0, 0, 0, 0, 0, 0, 2], 'UT Yadav': [6, 0, 0, 0, 0, 0, 0, 0, 0, 6], 'AD Mathews': [4, 0, 2, 0, 0, 0, 0, 0, 4, 6], 'DJG Sammy': [0, 2, 1, 0, 1, 0, 0, 0, 8, 4], 'R Vinay Kumar': [3, 6, 2, 0, 0, 0, 0, 0, 10, 11], 'VR Aaron': [0, 3, 0, 0, 1, 0, 1, 0, 13, 5], 'Yuvraj Singh': [2, 4, 0, 0, 0, 0, 2, 0, 16, 8], 'SA Abbott': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3]}"
MC Henriques ,"{'NM Coulter-Nile': [1, 3, 0, 0, 1, 0, 0, 0, 7, 5], 'JA Morkel': [1, 3, 3, 0, 0, 0, 2, 0, 21, 9], 'AR Patel': [4, 9, 2, 0, 1, 0, 0, 0, 17, 16], 'D Wiese': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'J Botha': [0, 4, 0, 0, 0, 0, 0, 0, 4, 4], 'BE Hendricks': [0, 2, 0, 0, 2, 0, 0, 0, 10, 4], 'MA Starc': [0, 1, 1, 0, 0, 0, 0, 0, 3, 2], 'PP Chawla': [2, 7, 0, 0, 0, 0, 0, 0, 7, 9], 'MJ McClenaghan': [4, 2, 0, 0, 1, 0, 0, 0, 6, 7], 'GB Hogg': [2, 3, 0, 0, 0, 0, 0, 0, 3, 5], 'Gurkeerat Singh': [3, 2, 0, 0, 1, 0, 0, 0, 6, 6], 'YK Pathan': [1, 0, 1, 0, 1, 0, 2, 0, 18, 5], 'A Mishra': [1, 2, 4, 0, 0, 0, 2, 0, 22, 9], 'Anureet Singh': [1, 5, 0, 0, 0, 0, 0, 0, 5, 6], 'HV Patel': [1, 0, 1, 0, 3, 0, 1, 0, 20, 6], 'JP Faulkner': [1, 2, 1, 0, 3, 0, 0, 0, 16, 7], 'Sandeep Sharma': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'PV Tambe': [8, 3, 0, 0, 0, 0, 0, 0, 3, 11], 'GJ Maxwell': [2, 3, 0, 0, 1, 0, 0, 0, 7, 6], 'JP Duminy': [1, 2, 3, 0, 0, 0, 0, 0, 8, 6], 'P Negi': [1, 2, 0, 0, 1, 0, 0, 0, 6, 4], 'M Vijay': [0, 7, 0, 0, 0, 0, 0, 0, 7, 7], 'Z Khan': [1, 3, 1, 0, 0, 0, 1, 0, 11, 6], 'MG Johnson': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'YS Chahal': [0, 1, 1, 0, 1, 0, 2, 0, 19, 5], 'J Suchith': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'J Yadav': [7, 3, 1, 0, 0, 0, 0, 0, 5, 11], 'UT Yadav': [0, 5, 0, 0, 2, 0, 0, 0, 13, 7], 'SL Malinga': [3, 1, 0, 0, 0, 0, 0, 0, 1, 4], 'RN ten Doeschate': [1, 2, 0, 0, 0, 0, 0, 0, 2, 3], 'SR Watson': [2, 1, 0, 0, 0, 0, 0, 0, 1, 3], 'SK Raina': [2, 1, 0, 0, 0, 0, 2, 0, 13, 5], 'R Dhawan': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'R Vinay Kumar': [2, 3, 0, 0, 0, 0, 0, 0, 3, 5], 'AB Dinda': [1, 4, 0, 0, 1, 0, 1, 0, 14, 7], 'AD Russell': [7, 0, 2, 0, 1, 0, 0, 0, 8, 10]}"
KV Sharma ,"{'Imran Tahir': [0, 4, 0, 0, 0, 0, 4, 0, 28, 8], 'DJ Bravo': [2, 3, 0, 0, 1, 0, 0, 0, 7, 6], 'GB Hogg': [1, 4, 0, 0, 0, 0, 0, 0, 4, 5], 'Anureet Singh': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'J Botha': [3, 2, 1, 0, 0, 0, 3, 0, 22, 9], 'A Nehra': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'JA Morkel': [1, 1, 1, 0, 0, 0, 0, 0, 3, 3], 'BE Hendricks': [1, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'Sandeep Sharma': [0, 3, 0, 0, 0, 0, 1, 0, 9, 4], 'J Suchith': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'R Vinay Kumar': [1, 0, 1, 0, 0, 0, 0, 0, 2, 2], 'Harbhajan Singh': [2, 5, 0, 0, 0, 0, 0, 0, 5, 7], 'UT Yadav': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'SL Malinga': [4, 2, 0, 0, 0, 0, 0, 0, 2, 6], 'PP Chawla': [0, 3, 0, 0, 0, 0, 0, 0, 3, 3], 'MJ McClenaghan': [2, 2, 1, 0, 0, 0, 0, 0, 4, 5], 'AD Mathews': [2, 2, 0, 0, 0, 0, 0, 0, 2, 4], 'A Mishra': [1, 0, 1, 0, 1, 0, 0, 0, 6, 3], 'KA Pollard': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'NM Coulter-Nile': [5, 7, 2, 0, 1, 0, 0, 0, 15, 15]}"
AN Ahmed ,"{'B Kumar': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'TA Boult': [0, 0, 0, 0, 1, 0, 0, 0, 4, 1], 'KA Pollard': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'M Morkel': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2]}"
Ankit Sharma ,"{'DJ Bravo': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'YS Chahal': [0, 2, 0, 0, 0, 0, 0, 0, 2, 2], 'MA Starc': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'D Wiese': [0, 1, 0, 0, 1, 0, 0, 0, 5, 2]}"
